source_url,title,authors,abstract_url,pdf_url,submitted_date
https://arxiv.org/search/?query=indoor%20localization&searchtype=all&abstracts=show&order=-announced_date_first&size=50&start=0,MMWiLoc: A Multi-Sensor Dataset and Robust Device-FreeLocalizationMethod Using Commercial Off-The-Shelf Millimeter Wave Wi-Fi Devices,"Wenbo Ding,Yang Li,Dongsheng Wang,Bin Zhao,Yunrong Zhu,Yibo Zhang,Yumeng Miao",https://arxiv.org/abs/2506.11540,https://arxiv.orghttps://arxiv.org/pdf/2506.11540,"Submitted13 June, 2025;originally announcedJune 2025."
https://arxiv.org/search/?query=indoor%20localization&searchtype=all&abstracts=show&order=-announced_date_first&size=50&start=0,Robust Filtering -- Novel Statistical Learning and Inference Algorithms with Applications,Aamir Hussain Chughtai,https://arxiv.org/abs/2506.11530,https://arxiv.orghttps://arxiv.org/pdf/2506.11530,"Submitted13 June, 2025;originally announcedJune 2025."
https://arxiv.org/search/?query=indoor%20localization&searchtype=all&abstracts=show&order=-announced_date_first&size=50&start=0,Grounded Vision-Language Navigation for UAVs with Open-Vocabulary Goal Understanding,"Yuhang Zhang,Haosheng Yu,Jiaping Xiao,Mir Feroskhan",https://arxiv.org/abs/2506.10756,https://arxiv.orghttps://arxiv.org/pdf/2506.10756,"Submitted12 June, 2025;originally announcedJune 2025."
https://arxiv.org/search/?query=indoor%20localization&searchtype=all&abstracts=show&order=-announced_date_first&size=50&start=0,LRSLAM: Low-rank Representation of Signed Distance Fields in Dense Visual SLAM System,"Hongbeen Park,Minjeong Park,Giljoo Nam,Jinkyu Kim",https://arxiv.org/abs/2506.10567,https://arxiv.orghttps://arxiv.org/pdf/2506.10567,"Submitted12 June, 2025;originally announcedJune 2025."
https://arxiv.org/search/?query=indoor%20localization&searchtype=all&abstracts=show&order=-announced_date_first&size=50&start=0,Evaluating interventions for Plasmodium vivax forest malaria using a three-scale mathematical model,"Shoshana Elgart,Mark B. Flegg,Jennifer A. Flegg",https://arxiv.org/abs/2506.10040,https://arxiv.orghttps://arxiv.org/pdf/2506.10040,"Submitted10 June, 2025;originally announcedJune 2025."
https://arxiv.org/search/?query=indoor%20localization&searchtype=all&abstracts=show&order=-announced_date_first&size=50&start=0,VAULT: A Mobile Mapping System for ROS 2-based Autonomous Robots,"Miguel Á. González-Santamarta,Francisco J. Rodríguez-Lera,Vicente Matellán-Olivera",https://arxiv.org/abs/2506.09583,https://arxiv.orghttps://arxiv.org/pdf/2506.09583,"Submitted11 June, 2025;originally announcedJune 2025."
https://arxiv.org/search/?query=indoor%20localization&searchtype=all&abstracts=show&order=-announced_date_first&size=50&start=0,LogoSP:Local-global Grouping of Superpoints for Unsupervised Semantic Segmentation of 3D Point Clouds,"Zihui Zhang,Weisheng Dai,Hongtao Wen,Bo Yang",https://arxiv.org/abs/2506.07857,https://arxiv.orghttps://arxiv.org/pdf/2506.07857,"Submitted9 June, 2025;originally announcedJune 2025."
https://arxiv.org/search/?query=indoor%20localization&searchtype=all&abstracts=show&order=-announced_date_first&size=50&start=0,UNO: Unified Self-Supervised Monocular Odometry for Platform-Agnostic Deployment,"Wentao Zhao,Yihe Niu,Yanbo Wang,Tianchen Deng,Shenghai Yuan,Zhenli Wang,Rui Guo,Jingchuan Wang",https://arxiv.org/abs/2506.07013,https://arxiv.orghttps://arxiv.org/pdf/2506.07013,"Submitted8 June, 2025;originally announcedJune 2025."
https://arxiv.org/search/?query=indoor%20localization&searchtype=all&abstracts=show&order=-announced_date_first&size=50&start=0,LoopDB: A Loop Closure Dataset for Large Scale SimultaneousLocalizationand Mapping,"Mohammad-Maher Nakshbandi,Ziad Sharawy,Dorian Cojocaru,Sorin Grigorescu",https://arxiv.org/abs/2506.06771,https://arxiv.orghttps://arxiv.org/pdf/2506.06771,"Submitted7 June, 2025;originally announcedJune 2025."
https://arxiv.org/search/?query=indoor%20localization&searchtype=all&abstracts=show&order=-announced_date_first&size=50&start=0,Astra: Toward General-Purpose Mobile Robots via Hierarchical Multimodal Learning,"Sheng Chen,Peiyu He,Jiaxin Hu,Ziyang Liu,Yansheng Wang,Tao Xu,Chi Zhang,Chongchong Zhang,Chao An,Shiyu Cai,Duo Cao,Kangping Chen,Shuai Chu,Tianwei Chu,Mingdi Dan,Min Du,Weiwei Fang,Pengyou Fu,Junkai Hu,Xiaowei Jiang,Zhaodi Jiang,Fuxuan Li,Jun Li,Minghui Li,Mingyao Li, et al. (46 additional authors not shown)",https://arxiv.org/abs/2506.06205,https://arxiv.orghttps://arxiv.org/pdf/2506.06205,"Submitted6 June, 2025;originally announcedJune 2025."
https://arxiv.org/search/?query=indoor%20localization&searchtype=all&abstracts=show&order=-announced_date_first&size=50&start=0,Regenerating Daily Routines for Young Adults with Depression through User-LedIndoorEnvironment Modifications UsingLocalNatural Materials,"Ziqun Hua,Ao Jiang,Haoling Yang,Hao Fan,Huizhong Hu,Bernard Foing",https://arxiv.org/abs/2506.05729,https://arxiv.orghttps://arxiv.org/pdf/2506.05729,"Submitted6 June, 2025;originally announcedJune 2025."
https://arxiv.org/search/?query=indoor%20localization&searchtype=all&abstracts=show&order=-announced_date_first&size=50&start=0,A distributed system perspective on Backscatter systems: A review,"Tonghuan Xiao,Jiecheng Zhou",https://arxiv.org/abs/2506.04873,https://arxiv.orghttps://arxiv.org/pdf/2506.04873,"Submitted5 June, 2025;originally announcedJune 2025."
https://arxiv.org/search/?query=indoor%20localization&searchtype=all&abstracts=show&order=-announced_date_first&size=50&start=0,MudiNet: Task-guided Disentangled Representation Learning for 5GIndoorMultipath-assisted Positioning,"Ye Tian,Xueting Xu,Ao Peng",https://arxiv.org/abs/2506.04024,https://arxiv.orghttps://arxiv.org/pdf/2506.04024,"Submitted4 June, 2025;originally announcedJune 2025."
https://arxiv.org/search/?query=indoor%20localization&searchtype=all&abstracts=show&order=-announced_date_first&size=50&start=0,"Heatables: Effects of Infrared-LED-Induced Ear Heating on Thermal Perception, Comfort, and Cognitive Performance","Valeria Zitz,Michael Küttner,Jonas Hummel,Michael T. Knierim,Michael Beigl,Tobias Röddiger",https://arxiv.org/abs/2506.02714,https://arxiv.orghttps://arxiv.org/pdf/2506.02714,"Submitted3 June, 2025;originally announcedJune 2025."
https://arxiv.org/search/?query=indoor%20localization&searchtype=all&abstracts=show&order=-announced_date_first&size=50&start=0,A Hybrid Approach toIndoorSocial Navigation: Integrating ReactiveLocalPlanning and Proactive Global Planning,"Arnab Debnath,Gregory J. Stein,Jana Kosecka",https://arxiv.org/abs/2506.02593,https://arxiv.orghttps://arxiv.org/pdf/2506.02593,"Submitted3 June, 2025;originally announcedJune 2025."
https://arxiv.org/search/?query=indoor%20localization&searchtype=all&abstracts=show&order=-announced_date_first&size=50&start=0,Passive Multi-Target Visible Light Positioning Based on Multi-Camera Joint Optimization,"Wenxuan Pan,Yang Yang,Dong Wei,Meng Zhang,Zhiyu Zhu",https://arxiv.org/abs/2506.02418,https://arxiv.orghttps://arxiv.org/pdf/2506.02418,"Submitted3 June, 2025;originally announcedJune 2025."
https://arxiv.org/search/?query=indoor%20localization&searchtype=all&abstracts=show&order=-announced_date_first&size=50&start=0,HOSIG: Full-Body Human-Object-Scene Interaction Generation with Hierarchical Scene Perception,"Wei Yao,Yunlian Sun,Hongwen Zhang,Yebin Liu,Jinhui Tang",https://arxiv.org/abs/2506.01579,https://arxiv.orghttps://arxiv.org/pdf/2506.01579,"Submitted2 June, 2025;originally announcedJune 2025."
https://arxiv.org/search/?query=indoor%20localization&searchtype=all&abstracts=show&order=-announced_date_first&size=50&start=0,NavBench: Probing Multimodal Large Language Models for Embodied Navigation,"Yanyuan Qiao,Haodong Hong,Wenqi Lyu,Dong An,Siqi Zhang,Yutong Xie,Xinyu Wang,Qi Wu",https://arxiv.org/abs/2506.01031,https://arxiv.orghttps://arxiv.org/pdf/2506.01031,"Submitted1 June, 2025;originally announcedJune 2025."
https://arxiv.org/search/?query=indoor%20localization&searchtype=all&abstracts=show&order=-announced_date_first&size=50&start=0,Permutation-Invariant Transformer Neural Architectures for Set-BasedIndoorLocalizationUsing Learned RSSI Embeddings,Aris J. Aristorenas,https://arxiv.org/abs/2506.00656,https://arxiv.orghttps://arxiv.org/pdf/2506.00656,"Submitted31 May, 2025;originally announcedJune 2025."
https://arxiv.org/search/?query=indoor%20localization&searchtype=all&abstracts=show&order=-announced_date_first&size=50&start=0,"The Coupling Effect of Sensing Targets on the Environment for 3GPP ISAC Channels: Observation, Modeling, and Validation","Yameng Liu,Jianhua Zhang,Yuxiang Zhang,Hongbo Xing,Yifeng Xiong,Zhiqiang Yuan,Guangyi Liu",https://arxiv.org/abs/2506.00480,https://arxiv.orghttps://arxiv.org/pdf/2506.00480,"Submitted31 May, 2025;originally announcedJune 2025."
https://arxiv.org/search/?query=indoor%20localization&searchtype=all&abstracts=show&order=-announced_date_first&size=50&start=0,"AniTrack: A Power-Efficient, Time-Slotted and Robust UWBLocalizationSystem for Animal Tracking in a Controlled Setting","Victor Luder,Lukas Schulthess,Silvano Cortesi,Leyla Rivero Davis,Michele Magno",https://arxiv.org/abs/2506.00216,https://arxiv.orghttps://arxiv.org/pdf/2506.00216,"Submitted30 May, 2025;originally announcedJune 2025."
https://arxiv.org/search/?query=indoor%20localization&searchtype=all&abstracts=show&order=-announced_date_first&size=50&start=0,Rooms from Motion: Un-posedIndoor3D Object Detection asLocalizationand Mapping,"Justin Lazarow,Kai Kang,Afshin Dehghan",https://arxiv.org/abs/2505.23756,https://arxiv.orghttps://arxiv.org/pdf/2505.23756,"Submitted29 May, 2025;originally announcedMay 2025."
https://arxiv.org/search/?query=indoor%20localization&searchtype=all&abstracts=show&order=-announced_date_first&size=50&start=0,CSI-Bench: A Large-Scale In-the-Wild Dataset for Multi-task WiFi Sensing,"Guozhen Zhu,Yuqian Hu,Weihang Gao,Wei-Hsiang Wang,Beibei Wang,K. J. Ray Liu",https://arxiv.org/abs/2505.21866,https://arxiv.orghttps://arxiv.org/pdf/2505.21866,"Submitted27 May, 2025;originally announcedMay 2025."
https://arxiv.org/search/?query=indoor%20localization&searchtype=all&abstracts=show&order=-announced_date_first&size=50&start=0,Multidimensional Assessment of Public Space Quality: A Comprehensive Framework Across Urban Space Typologies,"Mary John,Sherzod Turaev,Saja Al-Dabet,Rawad Abdulghafor",https://arxiv.org/abs/2505.21555,https://arxiv.orghttps://arxiv.org/pdf/2505.21555,"Submitted26 May, 2025;originally announcedMay 2025."
https://arxiv.org/search/?query=indoor%20localization&searchtype=all&abstracts=show&order=-announced_date_first&size=50&start=0,CiUAV: A Multi-Task 3DIndoorLocalizationSystem for UAVs based on Channel State Information,"Cunyi Yin,Chenwei Wang,Jing Chen,Hao Jiang,Xiren Miao,Shaocong Zheng Zhenghua Chen Senior,Hong Yan",https://arxiv.org/abs/2505.21216,https://arxiv.orghttps://arxiv.org/pdf/2505.21216,"Submitted27 May, 2025;originally announcedMay 2025."
https://arxiv.org/search/?query=indoor%20localization&searchtype=all&abstracts=show&order=-announced_date_first&size=50&start=0,IndoorAir Quality Detection Robot Model Based on the Internet of Things (IoT),"Anggiat Mora Simamora,Asep Denih,Mohamad Iqbal Suriansyah",https://arxiv.org/abs/2505.19600,https://arxiv.orghttps://arxiv.org/pdf/2505.19600,"Submitted26 May, 2025;originally announcedMay 2025."
https://arxiv.org/search/?query=indoor%20localization&searchtype=all&abstracts=show&order=-announced_date_first&size=50&start=0,A Coarse to Fine 3D LiDARLocalizationwith DeepLocalFeatures for Long Term Robot Navigation in Large Environments,"Míriam Máximo,Antonio Santo,Arturo Gil,Mónica Ballesta,David Valiente",https://arxiv.org/abs/2505.18340,https://arxiv.orghttps://arxiv.org/pdf/2505.18340,"Submitted23 May, 2025;originally announcedMay 2025."
https://arxiv.org/search/?query=indoor%20localization&searchtype=all&abstracts=show&order=-announced_date_first&size=50&start=0,Sec5GLoc: Securing 5GIndoorLocalizationvia Adversary-Resilient Deep Learning Architecture,"Ildi Alla,Valeria Loscri",https://arxiv.org/abs/2505.17776,https://arxiv.orghttps://arxiv.org/pdf/2505.17776,"Submitted23 May, 2025;originally announcedMay 2025."
https://arxiv.org/search/?query=indoor%20localization&searchtype=all&abstracts=show&order=-announced_date_first&size=50&start=0,5G-DIL: Domain Incremental Learning with Similarity-Aware Sampling for Dynamic 5GIndoorLocalization,"Nisha Lakshmana Raichur,Lucas Heublein,Christopher Mutschler,Felix Ott",https://arxiv.org/abs/2505.17684,https://arxiv.orghttps://arxiv.org/pdf/2505.17684,"Submitted23 May, 2025;originally announcedMay 2025."
https://arxiv.org/search/?query=indoor%20localization&searchtype=all&abstracts=show&order=-announced_date_first&size=50&start=0,Topology Partitioning-based Self-OrganizedLocalizationinIndoorWSNs with Unknown Obstacles,"Ze Zhang,Qian Dong",https://arxiv.org/abs/2505.17580,https://arxiv.orghttps://arxiv.org/pdf/2505.17580,"Submitted23 May, 2025;originally announcedMay 2025."
https://arxiv.org/search/?query=indoor%20localization&searchtype=all&abstracts=show&order=-announced_date_first&size=50&start=0,OWP-IMU: An RSS-based Optical Wireless and IMUIndoorPositioning Dataset,"Fan Wu,Jorik De Bruycker,Daan Delabie,Nobby Stevens,Francois Rottenberg,Lieven De Strycker",https://arxiv.org/abs/2505.16823,https://arxiv.orghttps://arxiv.org/pdf/2505.16823,"Submitted22 May, 2025;originally announcedMay 2025."
https://arxiv.org/search/?query=indoor%20localization&searchtype=all&abstracts=show&order=-announced_date_first&size=50&start=50,AI-Assisted NLOS Sensing for RIS-BasedIndoorLocalizationin Smart Factories,"Taofeek A. O. Yusuf,Sigurd S. Petersen,Puchu Li,Jian Ren,Placido Mursia,Vincenzo Sciancalepore,Xavier Costa Pérez,Gilberto Berardinelli,Ming Shen",https://arxiv.org/abs/2505.15989,https://arxiv.orghttps://arxiv.org/pdf/2505.15989,"Submitted21 May, 2025;originally announcedMay 2025."
https://arxiv.org/search/?query=indoor%20localization&searchtype=all&abstracts=show&order=-announced_date_first&size=50&start=50,Transforming Decoder-Only Transformers for Accurate WiFi-Telemetry BasedIndoorLocalization,"Nayan Sanjay Bhatia,Katia Obraczka",https://arxiv.org/abs/2505.15835,https://arxiv.orghttps://arxiv.org/pdf/2505.15835,"Submitted16 May, 2025;originally announcedMay 2025."
https://arxiv.org/search/?query=indoor%20localization&searchtype=all&abstracts=show&order=-announced_date_first&size=50&start=50,Histo-Planner: A Real-timeLocalPlanner for MAVs Teleoperation based on Histogram of Obstacle Distribution,"Ze Wang,Zhenyu Gao,Jingang Qu,Pascal Morin",https://arxiv.org/abs/2505.15043,https://arxiv.orghttps://arxiv.org/pdf/2505.15043,"Submitted20 May, 2025;originally announcedMay 2025."
https://arxiv.org/search/?query=indoor%20localization&searchtype=all&abstracts=show&order=-announced_date_first&size=50&start=50,Robotic Monitoring of Colorimetric Leaf Sensors for Precision Agriculture,"Malakhi Hopkins,Alice Kate Li,Shobhita Kramadhati,Jackson Arnold,Akhila Mallavarapu,Chavez Lawrence,Varun Murali,Sanjeev J. Koppal,Cherie Kagan,Vijay Kumar",https://arxiv.org/abs/2505.13916,https://arxiv.orghttps://arxiv.org/pdf/2505.13916,"Submitted20 May, 2025;originally announcedMay 2025."
https://arxiv.org/search/?query=indoor%20localization&searchtype=all&abstracts=show&order=-announced_date_first&size=50&start=50,Toward Real-World Cooperative and Competitive Soccer with Quadrupedal Robot Teams,"Zhi Su,Yuman Gao,Emily Lukas,Yunfei Li,Jiaze Cai,Faris Tulbah,Fei Gao,Chao Yu,Zhongyu Li,Yi Wu,Koushil Sreenath",https://arxiv.org/abs/2505.13834,https://arxiv.orghttps://arxiv.org/pdf/2505.13834,"Submitted19 May, 2025;originally announcedMay 2025."
https://arxiv.org/search/?query=indoor%20localization&searchtype=all&abstracts=show&order=-announced_date_first&size=50&start=50,Algorithms for Nonlinear Mixed-Integer Location Estimation,"Ophir Uziel,Efi Fogel,Dan Halperin,Sivan Toledo",https://arxiv.org/abs/2505.12980,https://arxiv.orghttps://arxiv.org/pdf/2505.12980,"Submitted19 May, 2025;originally announcedMay 2025."
https://arxiv.org/search/?query=indoor%20localization&searchtype=all&abstracts=show&order=-announced_date_first&size=50&start=50,Robust 2D lidar-based SLAM in arboreal environments without IMU/GNSS,"Paola Nazate-Burgos,Miguel Torres-Torriti,Sergio Aguilera-Marinovic,Tito Arévalo,Shoudong Huang,Fernando Auat Cheein",https://arxiv.org/abs/2505.10847,https://arxiv.orghttps://arxiv.org/pdf/2505.10847,"Submitted16 May, 2025;originally announcedMay 2025."
https://arxiv.org/search/?query=indoor%20localization&searchtype=all&abstracts=show&order=-announced_date_first&size=50&start=50,mmMirror: Device Free mmWaveIndoorNLoSLocalizationUsing Van-Atta-Array IRS,"Yihe Yan,Zhenguo Shi,Yanxiang Wang,Cheng Jiang,Chun Tung Chou,Wen Hu",https://arxiv.org/abs/2505.10816,https://arxiv.orghttps://arxiv.org/pdf/2505.10816,"Submitted15 May, 2025;originally announcedMay 2025."
https://arxiv.org/search/?query=indoor%20localization&searchtype=all&abstracts=show&order=-announced_date_first&size=50&start=50,NavDP: Learning Sim-to-Real Navigation Diffusion Policy with Privileged Information Guidance,"Wenzhe Cai,Jiaqi Peng,Yuqiang Yang,Yujian Zhang,Meng Wei,Hanqing Wang,Yilun Chen,Tai Wang,Jiangmiao Pang",https://arxiv.org/abs/2505.08712,https://arxiv.orghttps://arxiv.org/pdf/2505.08712,"Submitted15 May, 2025;v1submitted 13 May, 2025;originally announcedMay 2025."
https://arxiv.org/search/?query=indoor%20localization&searchtype=all&abstracts=show&order=-announced_date_first&size=50&start=50,RobustIndoorLocalizationvia Conformal Methods and Variational Bayesian Adaptive Filtering,"Zhiyi Zhou,Dongzhuo Liu,Songtao Guo,Yuanyuan Yang",https://arxiv.org/abs/2505.08639,https://arxiv.orghttps://arxiv.org/pdf/2505.08639,"Submitted13 May, 2025;originally announcedMay 2025."
https://arxiv.org/search/?query=indoor%20localization&searchtype=all&abstracts=show&order=-announced_date_first&size=50&start=50,MDF: Multi-Modal Data Fusion with CNN-Based Object Detection for EnhancedIndoorLocalizationUsing LiDAR-SLAM,"Saqi Hussain Kalan,Boon Giin Lee,Wan-Young Chung",https://arxiv.org/abs/2505.08388,https://arxiv.orghttps://arxiv.org/pdf/2505.08388,"Submitted13 May, 2025;originally announcedMay 2025."
https://arxiv.org/search/?query=indoor%20localization&searchtype=all&abstracts=show&order=-announced_date_first&size=50&start=50,Hybrid Wi-Fi/PDRIndoorLocalizationwith Fingerprint Matching,"Chunyi Zhang,Zongwei Li,Xiaoqi Li",https://arxiv.org/abs/2505.08258,https://arxiv.orghttps://arxiv.org/pdf/2505.08258,"Submitted13 May, 2025;originally announcedMay 2025."
https://arxiv.org/search/?query=indoor%20localization&searchtype=all&abstracts=show&order=-announced_date_first&size=50&start=50,Graph-Based Floor Separation Using Node Embeddings and Clustering of WiFi Trajectories,"Rabia Yasa Kostas,Kahraman Kostas",https://arxiv.org/abs/2505.08088,https://arxiv.orghttps://arxiv.org/pdf/2505.08088,"Submitted13 June, 2025;v1submitted 12 May, 2025;originally announcedMay 2025."
https://arxiv.org/search/?query=indoor%20localization&searchtype=all&abstracts=show&order=-announced_date_first&size=50&start=50,When Near Becomes Far: From Rayleigh to Optimal Near-Field and Far-Field Boundaries,"Sajad Daei,Gabor Fodor,Mikael Skoglund",https://arxiv.org/abs/2505.07743,https://arxiv.orghttps://arxiv.org/pdf/2505.07743,"Submitted12 May, 2025;originally announcedMay 2025."
