source_url,title,authors,journal_info,abstract_url
https://pubmed.ncbi.nlm.nih.gov/?term=machine%20learning&page=2,Appliedmachinelearningin hematopathology.,"Dehkharghanian T, Mu Y, Tizhoosh HR, Campbell CJV.",Int J Lab Hematol. 2023 Jun;45 Suppl 2:87-94. doi: 10.1111/ijlh.14110. Epub 2023 May 31.,https://pubmed.ncbi.nlm.nih.gov/37257440/
https://pubmed.ncbi.nlm.nih.gov/?term=machine%20learning&page=2,MachineLearningin Chemoinformatics and Medicinal Chemistry.,"Rodríguez-Pérez R, Miljković F, Bajorath J.",Annu Rev Biomed Data Sci. 2022 Aug 10;5:43-65. doi: 10.1146/annurev-biodatasci-122120-124216. Epub 2022 Apr 19.,https://pubmed.ncbi.nlm.nih.gov/35440144/
https://pubmed.ncbi.nlm.nih.gov/?term=machine%20learning&page=2,Machinelearning: an advancement in biochemical engineering.,"Saha R, Chauhan A, Rastogi Verma S.",Biotechnol Lett. 2024 Aug;46(4):497-519. doi: 10.1007/s10529-024-03499-8. Epub 2024 Jun 21.,https://pubmed.ncbi.nlm.nih.gov/38902585/
https://pubmed.ncbi.nlm.nih.gov/?term=machine%20learning&page=2,MachineLearningfor Health Services Researchers.,"Doupe P, Faghmous J, Basu S.",Value Health. 2019 Jul;22(7):808-815. doi: 10.1016/j.jval.2019.02.012.,https://pubmed.ncbi.nlm.nih.gov/31277828/
https://pubmed.ncbi.nlm.nih.gov/?term=machine%20learning&page=2,Machinelearningin cardiology: Clinical application and basic research.,"Komuro J, Kusumoto D, Hashimoto H, Yuasa S.",J Cardiol. 2023 Aug;82(2):128-133. doi: 10.1016/j.jjcc.2023.04.020. Epub 2023 May 3.,https://pubmed.ncbi.nlm.nih.gov/37141938/
https://pubmed.ncbi.nlm.nih.gov/?term=machine%20learning&page=2,ProbabilisticMachineLearningfor Healthcare.,"Chen IY, Joshi S, Ghassemi M, Ranganath R.",Annu Rev Biomed Data Sci. 2021 Jul 20;4:393-415. doi: 10.1146/annurev-biodatasci-092820-033938. Epub 2021 Jun 1.,https://pubmed.ncbi.nlm.nih.gov/34465179/
https://pubmed.ncbi.nlm.nih.gov/?term=machine%20learning&page=2,A Review onMachineLearningfor EEG Signal Processing in Bioengineering.,"Hosseini MP, Hosseini A, Ahi K.",IEEE Rev Biomed Eng. 2021;14:204-218. doi: 10.1109/RBME.2020.2969915. Epub 2021 Jan 22.,https://pubmed.ncbi.nlm.nih.gov/32011262/
https://pubmed.ncbi.nlm.nih.gov/?term=machine%20learning&page=2,MachineLearningin Causal Inference: Application in Pharmacovigilance.,"Zhao Y, Yu Y, Wang H, Li Y, Deng Y, Jiang G, Luo Y.",Drug Saf. 2022 May;45(5):459-476. doi: 10.1007/s40264-022-01155-6. Epub 2022 May 17.,https://pubmed.ncbi.nlm.nih.gov/35579811/
https://pubmed.ncbi.nlm.nih.gov/?term=machine%20learning&page=3,MachineLearningModels for Inpatient Glucose Prediction.,"Zale A, Mathioudakis N.",Curr Diab Rep. 2022 Aug;22(8):353-364. doi: 10.1007/s11892-022-01477-w. Epub 2022 Jun 27.,https://pubmed.ncbi.nlm.nih.gov/35759171/
https://pubmed.ncbi.nlm.nih.gov/?term=machine%20learning&page=3,Machinelearningapproaches for pathologic diagnosis.,"Komura D, Ishikawa S.",Virchows Arch. 2019 Aug;475(2):131-138. doi: 10.1007/s00428-019-02594-w. Epub 2019 Jun 20.,https://pubmed.ncbi.nlm.nih.gov/31222375/
https://pubmed.ncbi.nlm.nih.gov/?term=machine%20learning&page=3,MachineLearningPrinciples for Radiology Investigators.,Borstelmann SM.,Acad Radiol. 2020 Jan;27(1):13-25. doi: 10.1016/j.acra.2019.07.030.,https://pubmed.ncbi.nlm.nih.gov/31818379/
https://pubmed.ncbi.nlm.nih.gov/?term=machine%20learning&page=3,Machinelearningand applications in microbiology.,"Goodswen SJ, Barratt JLN, Kennedy PJ, Kaufer A, Calarco L, Ellis JT.",FEMS Microbiol Rev. 2021 Sep 8;45(5):fuab015. doi: 10.1093/femsre/fuab015.,https://pubmed.ncbi.nlm.nih.gov/33724378/
https://pubmed.ncbi.nlm.nih.gov/?term=machine%20learning&page=3,Machinelearningand artificial intelligence in haematology.,"Shouval R, Fein JA, Savani B, Mohty M, Nagler A.",Br J Haematol. 2021 Jan;192(2):239-250. doi: 10.1111/bjh.16915. Epub 2020 Jun 30.,https://pubmed.ncbi.nlm.nih.gov/32602593/
https://pubmed.ncbi.nlm.nih.gov/?term=machine%20learning&page=3,Adaptivemachinelearningfor protein engineering.,"Hie BL, Yang KK.",Curr Opin Struct Biol. 2022 Feb;72:145-152. doi: 10.1016/j.sbi.2021.11.002. Epub 2021 Dec 9.,https://pubmed.ncbi.nlm.nih.gov/34896756/
https://pubmed.ncbi.nlm.nih.gov/?term=machine%20learning&page=3,MachineLearningMethods in Drug Discovery.,"Patel L, Shukla T, Huang X, Ussery DW, Wang S.",Molecules. 2020 Nov 12;25(22):5277. doi: 10.3390/molecules25225277.,https://pubmed.ncbi.nlm.nih.gov/33198233/
https://pubmed.ncbi.nlm.nih.gov/?term=machine%20learning&page=3,MachineLearningand Artificial Intelligence in Surgical Research.,"Srinivas S, Young AJ.",Surg Clin North Am. 2023 Apr;103(2):299-316. doi: 10.1016/j.suc.2022.11.002.,https://pubmed.ncbi.nlm.nih.gov/36948720/
https://pubmed.ncbi.nlm.nih.gov/?term=machine%20learning&page=3,MachineLearningEnhanced Optical Spectroscopy for Disease Detection.,"Lv R, Wang Z, Ma Y, Li W, Tian J.",J Phys Chem Lett. 2022 Oct 6;13(39):9238-9249. doi: 10.1021/acs.jpclett.2c02193. Epub 2022 Sep 29.,https://pubmed.ncbi.nlm.nih.gov/36173116/
https://pubmed.ncbi.nlm.nih.gov/?term=machine%20learning&page=3,Machinelearningin nephrology: scratching the surface.,"Li Q, Fan QL, Han QX, Geng WJ, Zhao HH, Ding XN, Yan JY, Zhu HY.",Chin Med J (Engl). 2020 Mar 20;133(6):687-698. doi: 10.1097/CM9.0000000000000694.,https://pubmed.ncbi.nlm.nih.gov/32049747/
https://pubmed.ncbi.nlm.nih.gov/?term=machine%20learning&page=4,"Machinelearningon protein-protein interaction prediction: models, challenges and trends.","Tang T, Zhang X, Liu Y, Peng H, Zheng B, Yin Y, Zeng X.",Brief Bioinform. 2023 Mar 19;24(2):bbad076. doi: 10.1093/bib/bbad076.,https://pubmed.ncbi.nlm.nih.gov/36880207/
https://pubmed.ncbi.nlm.nih.gov/?term=machine%20learning&page=4,MachineLearningand Hybrid Methods for Metabolic Pathway Modeling.,"Cuperlovic-Culf M, Nguyen-Tran T, Bennett SAL.",Methods Mol Biol. 2023;2553:417-439. doi: 10.1007/978-1-0716-2617-7_18.,https://pubmed.ncbi.nlm.nih.gov/36227553/
https://pubmed.ncbi.nlm.nih.gov/?term=machine%20learning&page=4,Machinelearningapplied to healthcare: a conceptual review.,"Gomes MAS, Kovaleski JL, Pagani RN, da Silva VL.",J Med Eng Technol. 2022 Oct;46(7):608-616. doi: 10.1080/03091902.2022.2080885. Epub 2022 Jun 9.,https://pubmed.ncbi.nlm.nih.gov/35678368/
https://pubmed.ncbi.nlm.nih.gov/?term=machine%20learning&page=4,"Machinelearning, artificial intelligence and the prediction of dementia.","Merkin A, Krishnamurthi R, Medvedev ON.",Curr Opin Psychiatry. 2022 Mar 1;35(2):123-129. doi: 10.1097/YCO.0000000000000768.,https://pubmed.ncbi.nlm.nih.gov/34861656/
https://pubmed.ncbi.nlm.nih.gov/?term=machine%20learning&page=4,"MachineLearningin Neuro-Oncology, Epilepsy, Alzheimer's Disease, and Schizophrenia.","English M, Kumar C, Ditterline BL, Drazin D, Dietz N.",Acta Neurochir Suppl. 2022;134:349-361. doi: 10.1007/978-3-030-85292-4_39.,https://pubmed.ncbi.nlm.nih.gov/34862559/
https://pubmed.ncbi.nlm.nih.gov/?term=machine%20learning&page=4,HowMachineLearningWill Transform Biomedicine.,"Goecks J, Jalili V, Heiser LM, Gray JW.",Cell. 2020 Apr 2;181(1):92-101. doi: 10.1016/j.cell.2020.03.022.,https://pubmed.ncbi.nlm.nih.gov/32243801/
https://pubmed.ncbi.nlm.nih.gov/?term=machine%20learning&page=4,Machinelearningfor data integration in human gut microbiome.,"Li P, Luo H, Ji B, Nielsen J.",Microb Cell Fact. 2022 Nov 23;21(1):241. doi: 10.1186/s12934-022-01973-4.,https://pubmed.ncbi.nlm.nih.gov/36419034/
https://pubmed.ncbi.nlm.nih.gov/?term=machine%20learning&page=4,Machine-learningAlgorithms for Ischemic Heart Disease Prediction: A Systematic Review.,"Bani Hani SH, Ahmad MM.",Curr Cardiol Rev. 2023;19(1):e090622205797. doi: 10.2174/1573403X18666220609123053.,https://pubmed.ncbi.nlm.nih.gov/35692135/
https://pubmed.ncbi.nlm.nih.gov/?term=machine%20learning&page=4,Machinelearningapplications on neonatal sepsis treatment: a scoping review.,"O'Sullivan C, Tsai DH, Wu IC, Boselli E, Hughes C, Padmanabhan D, Hsia Y.",BMC Infect Dis. 2023 Jun 29;23(1):441. doi: 10.1186/s12879-023-08409-3.,https://pubmed.ncbi.nlm.nih.gov/37386442/
https://pubmed.ncbi.nlm.nih.gov/?term=machine%20learning&page=4,Machinelearningand its applications in plant molecular studies.,"Sun S, Wang C, Ding H, Zou Q.",Brief Funct Genomics. 2020 Jan 22;19(1):40-48. doi: 10.1093/bfgp/elz036.,https://pubmed.ncbi.nlm.nih.gov/31867668/
https://pubmed.ncbi.nlm.nih.gov/?term=machine%20learning&page=5,Open-SourceMachineLearningin Computational Chemistry.,"Hagg A, Kirschner KN.",J Chem Inf Model. 2023 Aug 14;63(15):4505-4532. doi: 10.1021/acs.jcim.3c00643. Epub 2023 Jul 19.,https://pubmed.ncbi.nlm.nih.gov/37466636/
https://pubmed.ncbi.nlm.nih.gov/?term=machine%20learning&page=5,MachineLearningWith Neuroimaging: Evaluating Its Applications in Psychiatry.,"Nielsen AN, Barch DM, Petersen SE, Schlaggar BL, Greene DJ.",Biol Psychiatry Cogn Neurosci Neuroimaging. 2020 Aug;5(8):791-798. doi: 10.1016/j.bpsc.2019.11.007. Epub 2019 Nov 27.,https://pubmed.ncbi.nlm.nih.gov/31982357/
https://pubmed.ncbi.nlm.nih.gov/?term=machine%20learning&page=5,IncorporatingMachineLearninginto Established Bioinformatics Frameworks.,"Auslander N, Gussow AB, Koonin EV.",Int J Mol Sci. 2021 Mar 12;22(6):2903. doi: 10.3390/ijms22062903.,https://pubmed.ncbi.nlm.nih.gov/33809353/
https://pubmed.ncbi.nlm.nih.gov/?term=machine%20learning&page=5,MachineLearningAssisted Citation Screening for Systematic Reviews.,"Dhrangadhariya A, Hilfiker R, Schaer R, Müller H.",Stud Health Technol Inform. 2020 Jun 16;270:302-306. doi: 10.3233/SHTI200171.,https://pubmed.ncbi.nlm.nih.gov/32570395/
https://pubmed.ncbi.nlm.nih.gov/?term=machine%20learning&page=5,Guidelines for Developing and ReportingMachineLearningPredictive Models in Biomedical Research: A Multidisciplinary View.,"Luo W, Phung D, Tran T, Gupta S, Rana S, Karmakar C, Shilton A, Yearwood J, Dimitrova N, Ho TB, Venkatesh S, Berk M.",J Med Internet Res. 2016 Dec 16;18(12):e323. doi: 10.2196/jmir.5870.,https://pubmed.ncbi.nlm.nih.gov/27986644/
https://pubmed.ncbi.nlm.nih.gov/?term=machine%20learning&page=5,Machinelearningin the optimization of robotics in the operative field.,"Ma R, Vanstrum EB, Lee R, Chen J, Hung AJ.",Curr Opin Urol. 2020 Nov;30(6):808-816. doi: 10.1097/MOU.0000000000000816.,https://pubmed.ncbi.nlm.nih.gov/32925312/
https://pubmed.ncbi.nlm.nih.gov/?term=machine%20learning&page=5,Demystifyingmachinelearning: a primer for physicians.,Scott IA.,Intern Med J. 2021 Sep;51(9):1388-1400. doi: 10.1111/imj.15200.,https://pubmed.ncbi.nlm.nih.gov/33462882/
https://pubmed.ncbi.nlm.nih.gov/?term=machine%20learning&page=5,Unsupervisedmachinelearningmethods and emerging applications in healthcare.,"Eckhardt CM, Madjarova SJ, Williams RJ, Ollivier M, Karlsson J, Pareek A, Nwachukwu BU.",Knee Surg Sports Traumatol Arthrosc. 2023 Feb;31(2):376-381. doi: 10.1007/s00167-022-07233-7. Epub 2022 Nov 15.,https://pubmed.ncbi.nlm.nih.gov/36378293/
https://pubmed.ncbi.nlm.nih.gov/?term=machine%20learning&page=5,Applications ofmachinelearningin phylogenetics.,"Mo YK, Hahn MW, Smith ML.",Mol Phylogenet Evol. 2024 Jul;196:108066. doi: 10.1016/j.ympev.2024.108066. Epub 2024 Mar 31.,https://pubmed.ncbi.nlm.nih.gov/38565358/
https://pubmed.ncbi.nlm.nih.gov/?term=machine%20learning&page=5,Applications ofmachinelearningin tumor-associated macrophages.,"Li Z, Yu Q, Zhu Q, Yang X, Li Z, Fu J.",Front Immunol. 2022 Sep 23;13:985863. doi: 10.3389/fimmu.2022.985863. eCollection 2022.,https://pubmed.ncbi.nlm.nih.gov/36211379/
https://pubmed.ncbi.nlm.nih.gov/?term=machine%20learning&page=6,Machinelearningin suicide science: Applications and ethics.,"Linthicum KP, Schafer KM, Ribeiro JD.",Behav Sci Law. 2019 May;37(3):214-222. doi: 10.1002/bsl.2392. Epub 2019 Jan 4.,https://pubmed.ncbi.nlm.nih.gov/30609102/
https://pubmed.ncbi.nlm.nih.gov/?term=machine%20learning&page=6,Supervisedmachinelearningand associated algorithms: applications in orthopedic surgery.,"Pruneski JA, Pareek A, Kunze KN, Martin RK, Karlsson J, Oeding JF, Kiapour AM, Nwachukwu BU, Williams RJ 3rd.",Knee Surg Sports Traumatol Arthrosc. 2023 Apr;31(4):1196-1202. doi: 10.1007/s00167-022-07181-2. Epub 2022 Oct 12.,https://pubmed.ncbi.nlm.nih.gov/36222893/
https://pubmed.ncbi.nlm.nih.gov/?term=machine%20learning&page=6,MachineLearning-Reinforced Noninvasive Biosensors for Healthcare.,"Zhang K, Wang J, Liu T, Luo Y, Loh XJ, Chen X.",Adv Healthc Mater. 2021 Sep;10(17):e2100734. doi: 10.1002/adhm.202100734. Epub 2021 Jun 24.,https://pubmed.ncbi.nlm.nih.gov/34165240/
https://pubmed.ncbi.nlm.nih.gov/?term=machine%20learning&page=6,Supervisedmachinelearningtools: a tutorial for clinicians.,"Lo Vercio L, Amador K, Bannister JJ, Crites S, Gutierrez A, MacDonald ME, Moore J, Mouches P, Rajashekar D, Schimert S, Subbanna N, Tuladhar A, Wang N, Wilms M, Winder A, Forkert ND.",J Neural Eng. 2020 Nov 19;17(6). doi: 10.1088/1741-2552/abbff2.,https://pubmed.ncbi.nlm.nih.gov/33036008/
https://pubmed.ncbi.nlm.nih.gov/?term=machine%20learning&page=6,Machinelearningis changing osteoporosis detection: an integrative review.,"Zhang Y, Ma M, Huang X, Liu J, Tian C, Duan Z, Fu H, Huang L, Geng B.",Osteoporos Int. 2025 Aug;36(8):1313-1326. doi: 10.1007/s00198-025-07541-x. Epub 2025 Jun 10.,https://pubmed.ncbi.nlm.nih.gov/40493238/
https://pubmed.ncbi.nlm.nih.gov/?term=machine%20learning&page=6,Machinelearningapplications to enhance patient specific care for urologic surgery.,"Doyle PW, Kavoussi NL.",World J Urol. 2022 Mar;40(3):679-686. doi: 10.1007/s00345-021-03738-x. Epub 2021 May 28.,https://pubmed.ncbi.nlm.nih.gov/34047826/
https://pubmed.ncbi.nlm.nih.gov/?term=machine%20learning&page=6,Introduction toMachineLearningfor Ophthalmologists.,"Consejo A, Melcer T, Rozema JJ.",Semin Ophthalmol. 2019;34(1):19-41. doi: 10.1080/08820538.2018.1551496. Epub 2018 Nov 30.,https://pubmed.ncbi.nlm.nih.gov/30500302/
https://pubmed.ncbi.nlm.nih.gov/?term=machine%20learning&page=6,Exploitingmachinelearningfor bestowing intelligence to microfluidics.,"Zheng J, Cole T, Zhang Y, Kim J, Tang SY.",Biosens Bioelectron. 2021 Dec 15;194:113666. doi: 10.1016/j.bios.2021.113666. Epub 2021 Sep 24.,https://pubmed.ncbi.nlm.nih.gov/34600338/
https://pubmed.ncbi.nlm.nih.gov/?term=machine%20learning&page=6,Advances ofmachinelearning-assisted small extracellular vesicles detection strategy.,"Zhang Q, Ren T, Cao K, Xu Z.",Biosens Bioelectron. 2024 May 1;251:116076. doi: 10.1016/j.bios.2024.116076. Epub 2024 Feb 1.,https://pubmed.ncbi.nlm.nih.gov/38340580/
https://pubmed.ncbi.nlm.nih.gov/?term=machine%20learning&page=6,MachineLearningApplications and Sarcopenia.,"Michalopoulos N, Billis E, Dermatas E, Tsepis E, Tsekoura M.",Adv Exp Med Biol. 2026;1487:45-52. doi: 10.1007/978-3-032-03398-7_5.,https://pubmed.ncbi.nlm.nih.gov/41273547/
https://pubmed.ncbi.nlm.nih.gov/?term=machine%20learning&page=7,MachineLearningin the Prediction of Trauma Outcomes: A Systematic Review.,"Zhang T, Nikouline A, Lightfoot D, Nolan B.",Ann Emerg Med. 2022 Nov;80(5):440-455. doi: 10.1016/j.annemergmed.2022.05.011. Epub 2022 Jul 13.,https://pubmed.ncbi.nlm.nih.gov/35842343/
https://pubmed.ncbi.nlm.nih.gov/?term=machine%20learning&page=7,UnsupervisedMachineLearningin Pathology: The Next Frontier.,"Roohi A, Faust K, Djuric U, Diamandis P.",Surg Pathol Clin. 2020 Jun;13(2):349-358. doi: 10.1016/j.path.2020.01.002. Epub 2020 Mar 9.,https://pubmed.ncbi.nlm.nih.gov/32389272/
https://pubmed.ncbi.nlm.nih.gov/?term=machine%20learning&page=7,Machinelearningin internet financial risk management: A systematic literature review.,"Tian X, Tian Z, Khatib SFA, Wang Y.",PLoS One. 2024 Apr 16;19(4):e0300195. doi: 10.1371/journal.pone.0300195. eCollection 2024.,https://pubmed.ncbi.nlm.nih.gov/38625972/
https://pubmed.ncbi.nlm.nih.gov/?term=machine%20learning&page=7,MachineLearningApproaches in Brillouin Distributed Fiber Optic Sensors.,"Karapanagiotis C, Krebber K.",Sensors (Basel). 2023 Jul 6;23(13):6187. doi: 10.3390/s23136187.,https://pubmed.ncbi.nlm.nih.gov/37448034/
https://pubmed.ncbi.nlm.nih.gov/?term=machine%20learning&page=7,Improving Enzyme Fitness withMachineLearning.,"Patsch D, Buller R.",Chimia (Aarau). 2023 Mar 29;77(3):116-121. doi: 10.2533/chimia.2023.116.,https://pubmed.ncbi.nlm.nih.gov/38047813/
https://pubmed.ncbi.nlm.nih.gov/?term=machine%20learning&page=7,"Machinelearningin fermentative biohydrogen production: Advantages, challenges, and applications.","Pandey AK, Park J, Ko J, Joo HH, Raj T, Singh LK, Singh N, Kim SH.",Bioresour Technol. 2023 Feb;370:128502. doi: 10.1016/j.biortech.2022.128502. Epub 2022 Dec 17.,https://pubmed.ncbi.nlm.nih.gov/36535617/
https://pubmed.ncbi.nlm.nih.gov/?term=machine%20learning&page=7,Machinelearningin liver transplantation: a tool for some unsolved questions?,"Ferrarese A, Sartori G, Orrù G, Frigo AC, Pelizzaro F, Burra P, Senzolo M.",Transpl Int. 2021 Mar;34(3):398-411. doi: 10.1111/tri.13818. Epub 2021 Feb 4.,https://pubmed.ncbi.nlm.nih.gov/33428298/
https://pubmed.ncbi.nlm.nih.gov/?term=machine%20learning&page=7,MachineLearningComes to Nephrology.,Lemley KV.,J Am Soc Nephrol. 2019 Oct;30(10):1780-1781. doi: 10.1681/ASN.2019070664. Epub 2019 Sep 5.,https://pubmed.ncbi.nlm.nih.gov/31488608/
https://pubmed.ncbi.nlm.nih.gov/?term=machine%20learning&page=7,MachineLearningand Cochlear Implantation-A Structured Review of Opportunities and Challenges.,"Crowson MG, Lin V, Chen JM, Chan TCY.",Otol Neurotol. 2020 Jan;41(1):e36-e45. doi: 10.1097/MAO.0000000000002440.,https://pubmed.ncbi.nlm.nih.gov/31644477/
https://pubmed.ncbi.nlm.nih.gov/?term=machine%20learning&page=7,MachineLearningfor Analysis of Microscopy Images: A Practical Guide and Latest Trends.,"Zinchuk V, Grossenbacher-Zinchuk O.",Curr Protoc. 2023 Jul;3(7):e819. doi: 10.1002/cpz1.819.,https://pubmed.ncbi.nlm.nih.gov/37403987/
https://pubmed.ncbi.nlm.nih.gov/?term=machine%20learning&page=8,"Artificial intelligence,machinelearningand the pediatric airway.","Matava C, Pankiv E, Ahumada L, Weingarten B, Simpao A.",Paediatr Anaesth. 2020 Mar;30(3):264-268. doi: 10.1111/pan.13792. Epub 2020 Jan 2.,https://pubmed.ncbi.nlm.nih.gov/31845543/
https://pubmed.ncbi.nlm.nih.gov/?term=machine%20learning&page=8,Machinelearningapplications on neuroimaging for diagnosis and prognosis of epilepsy: A review.,"Yuan J, Ran X, Liu K, Yao C, Yao Y, Wu H, Liu Q.",J Neurosci Methods. 2022 Feb 15;368:109441. doi: 10.1016/j.jneumeth.2021.109441. Epub 2021 Dec 21.,https://pubmed.ncbi.nlm.nih.gov/34942271/
https://pubmed.ncbi.nlm.nih.gov/?term=machine%20learning&page=8,Machinelearningfor decision-making in cardiology: a narrative review to aid navigating the new landscape.,Pickering JW.,Rev Esp Cardiol (Engl Ed). 2023 Aug;76(8):645-654. doi: 10.1016/j.rec.2023.02.009. Epub 2023 Mar 9.,https://pubmed.ncbi.nlm.nih.gov/36898523/
https://pubmed.ncbi.nlm.nih.gov/?term=machine%20learning&page=8,Machinelearningfor the prediction of sepsis-related death: a systematic review and meta-analysis.,"Zhang Y, Xu W, Yang P, Zhang A.",BMC Med Inform Decis Mak. 2023 Dec 11;23(1):283. doi: 10.1186/s12911-023-02383-1.,https://pubmed.ncbi.nlm.nih.gov/38082381/
https://pubmed.ncbi.nlm.nih.gov/?term=machine%20learning&page=8,Semantic similarity andmachinelearningwith ontologies.,"Kulmanov M, Smaili FZ, Gao X, Hoehndorf R.",Brief Bioinform. 2021 Jul 20;22(4):bbaa199. doi: 10.1093/bib/bbaa199.,https://pubmed.ncbi.nlm.nih.gov/33049044/
https://pubmed.ncbi.nlm.nih.gov/?term=machine%20learning&page=8,Machinelearningfor radiation outcome modeling and prediction.,"Luo Y, Chen S, Valdes G.",Med Phys. 2020 Jun;47(5):e178-e184. doi: 10.1002/mp.13570.,https://pubmed.ncbi.nlm.nih.gov/32418338/
https://pubmed.ncbi.nlm.nih.gov/?term=machine%20learning&page=8,MachineLearningAlgorithms for Predicting Surgical Outcomes after Colorectal Surgery: A Systematic Review.,"Bektaş M, Tuynman JB, Costa Pereira J, Burchell GL, van der Peet DL.",World J Surg. 2022 Dec;46(12):3100-3110. doi: 10.1007/s00268-022-06728-1. Epub 2022 Sep 15.,https://pubmed.ncbi.nlm.nih.gov/36109367/
https://pubmed.ncbi.nlm.nih.gov/?term=machine%20learning&page=8,Application ofmachinelearningin rheumatic disease research.,"Kim KJ, Tagkopoulos I.",Korean J Intern Med. 2019 Jul;34(4):708-722. doi: 10.3904/kjim.2018.349. Epub 2018 Dec 31.,https://pubmed.ncbi.nlm.nih.gov/30616329/
https://pubmed.ncbi.nlm.nih.gov/?term=machine%20learning&page=8,The use ofmachinelearningin paediatric nutrition.,"Young A, Johnson MJ, Beattie RM.",Curr Opin Clin Nutr Metab Care. 2024 May 1;27(3):290-296. doi: 10.1097/MCO.0000000000001018. Epub 2024 Jan 31.,https://pubmed.ncbi.nlm.nih.gov/38294876/
https://pubmed.ncbi.nlm.nih.gov/?term=machine%20learning&page=8,Applications ofmachinelearningin urodynamics: A narrative review.,"Liu X, Zhong P, Gao Y, Liao L.",Neurourol Urodyn. 2024 Sep;43(7):1617-1625. doi: 10.1002/nau.25490. Epub 2024 Jun 4.,https://pubmed.ncbi.nlm.nih.gov/38837301/
